Grouped_Date,Avg_Temp,Avg_Sal,Avg_Oxy,Avg_Phosphorus,Avg_Nitrous,Avg_Nitric,Avg_Silicon
2000-01-04,15.484444444444442,34.22,5.582222222222222,0.39749999999999996,0.68,7.217500000000001,8.15
2000-01-05,14.8,34.14,5.5,0.47,0.68,7.55,8.89
2000-02-09,13.0125,34.124125,5.897499999999999,0.21200000000000002,0.43999999999999995,1.828,12.354
2000-02-10,12.195217391304348,34.17926086956522,6.047826086956523,0.122,0.396,2.9080000000000004,10.716
2000-02-11,8.540000000000001,34.163333333333334,6.273333333333333,0.025,0.77,2.895,11.274999999999999
2000-02-12,15.496666666666664,34.4465,5.574166666666667,0.10833333333333334,0.395,2.5766666666666667,10.621666666666668
2000-02-13,13.37,34.01349999999999,5.790833333333333,0.258,0.17200000000000001,2.3640000000000003,13.239999999999998
2000-02-14,11.82,34.002500000000005,6.007499999999999,0.29,0.18666666666666668,3.3800000000000003,12.44
2000-02-16,8.09,33.939499999999995,6.17,,,,
2000-02-18,11.243749999999999,34.197500000000005,5.8975,0.022,0.732,3.316,11.442000000000002
2000-02-22,4.76125,32.124249999999996,7.0825,0.4375,0.465,7.32,6.9425
2000-02-23,9.378571428571428,33.14846428571428,6.147500000000002,0.38866666666666666,0.576,4.638666666666666,10.180666666666665
2000-02-29,9.748260869565215,33.26660869565217,6.240434782608696,0.39375,0.49250000000000005,6.106249999999999,8.3825
2000-03-01,9.331627906976745,37.647456521739116,6.172391304347826,0.6078260869565217,0.4534782608695652,5.627391304347825,10.507391304347827
2000-03-02,8.524285714285712,32.87071428571428,6.221428571428571,0.765,0.4,6.04,9.129999999999999
2000-03-03,11.635,34.33833333333334,6.045000000000001,0.11333333333333333,0.36333333333333334,3.9,12.736666666666666
2000-03-04,12.876923076923077,34.4676923076923,5.966153846153846,0.08399999999999999,0.55,2.7239999999999998,11.6
2000-03-05,12.967500000000001,34.46,6.175,0.08,0.5666666666666665,1.41,9.286666666666667
2000-04-03,13.188749999999999,34.406875,6.491249999999999,0.041666666666666664,0.12000000000000001,3.23,2.7083333333333335
2000-04-04,12.152857142857142,34.168142857142854,6.152380952380954,0.097,0.30599999999999994,2.478,7.359999999999999
2000-04-06,10.643333333333333,34.35999999999999,6.19,0.325,0.235,3.565,16.354999999999997
2000-04-07,14.575833333333335,34.18383333333333,5.790833333333334,0.08666666666666667,0.26999999999999996,2.0883333333333334,5.038333333333333
2000-04-08,11.785,33.698687500000005,6.310625,0.23875,0.18375,2.54875,10.312500000000002
2000-04-09,11.123571428571427,34.24942857142857,6.187857142857143,0.28111111111111114,0.2111111111111111,3.81,12.395555555555555
2000-04-10,,99.999,6.199999999999999,0.32,0.31,1.8699999999999999,4.41
2000-04-14,11.534,34.344,6.356,0.36000000000000004,0.3333333333333333,3.6300000000000003,15.683333333333332
2000-04-15,11.948888888888888,34.39555555555555,6.434444444444446,0.276,0.27999999999999997,3.8280000000000003,16.404
2000-04-16,12.84125,34.42750000000001,6.2075000000000005,0.18,0.32999999999999996,3.88,17.2325
2000-04-17,12.92909090909091,34.43636363636363,6.195454545454547,0.19666666666666663,0.35000000000000003,5.093333333333334,19.613333333333333
2000-04-18,14.36,34.59,6.19,,,,
2000-04-19,8.836666666666666,32.559666666666665,7.12,0.89,0.41,8.54,9.96
2000-04-20,9.236153846153844,32.695846153846155,7.296153846153846,0.7316666666666668,0.5716666666666667,4.005,7.403333333333333
2000-04-24,11.458,33.25253333333333,6.896,0.3528571428571428,0.35285714285714287,3.6142857142857143,10.37
2000-04-25,8.818999999999999,32.2864,7.35,0.522,0.442,0.556,0.942
2000-04-28,9.397692307692308,32.20869230769232,7.226153846153846,0.5283333333333333,0.538,1.1416666666666668,2.0900000000000003
2000-04-29,8.796000000000001,31.810399999999998,7.426,0.5466666666666666,1.1233333333333333,3.78,1.7666666666666666
2000-05-23,20.540999999999997,66.0285,5.831999999999999,0.302,2.494,,6.232
2000-05-24,20.216666666666665,69.81277777777778,5.601111111111111,0.365,2.53,,7.870000000000001
2000-05-25,21.42111111111111,48.262,5.7411111111111115,0.45999999999999996,2.4325,,4.88
2000-05-26,21.265,33.125,5.635,0.95,0.82,,6.69
2000-06-07,16.224999999999998,33.37666666666667,6.065,0.39,0.615,2.9625000000000004,4.62
2000-06-08,18.01,34.025,5.680833333333333,0.38428571428571434,0.5700000000000001,3.6542857142857144,4.845714285714286
2000-06-09,18.037857142857145,32.08492857142857,5.746428571428573,0.11833333333333335,0.455,0.9283333333333333,0.6316666666666666
2000-06-10,16.53642857142857,33.510714285714286,5.795,0.385,0.505,2.9775,3.665
2000-06-11,19.301666666666666,32.06475,5.69,0.21000000000000002,0.22666666666666666,0.6083333333333334,1.2333333333333334
2000-06-12,18.146666666666665,33.36299999999999,5.629333333333332,0.32625000000000004,0.5075000000000001,2.65875,4.921250000000001
2000-06-13,18.3203448275862,33.5573448275862,5.6113793103448275,0.23470588235294118,0.4570588235294118,2.965294117647059,4.574705882352941
2000-06-14,18.659230769230767,33.08838461538461,5.703846153846153,0.035,0.1366666666666667,3.8066666666666666,3.0366666666666666
2000-06-15,18.084374999999994,33.1955,5.8393749999999995,0.47,0.655,2.39125,5.915
2000-06-16,20.355217391304343,32.61826086956521,5.532173913043477,0.16363636363636366,0.2,1.5781818181818181,2.1872727272727275
2000-06-17,20.238999999999997,32.13430000000001,5.477,0.15500000000000003,0.15,2.925,5.155
2000-06-19,17.9375,32.827,5.855,0.15,0.22999999999999998,3.3499999999999996,3.245
2000-08-01,24.575555555555557,32.15788888888889,5.085555555555555,0.08600000000000001,0.186,6.0840000000000005,1.436
2000-08-02,25.194210526315786,32.45778947368421,5.132105263157896,0.17500000000000002,0.15125000000000002,2.2462500000000003,5.22875
2000-08-03,25.919523809523806,35.09131818181819,5.40590909090909,0.18,0.1053846153846154,1.1992307692307693,8.34153846153846
2000-08-04,29.12818181818182,29.08545454545454,4.758181818181817,0.15000000000000002,0.05800000000000001,0.9960000000000001,7.640000000000001
2000-08-05,26.7453125,32.1873125,4.947187500000001,0.23733333333333334,0.13466666666666668,1.5373333333333334,7.012666666666666
2000-08-06,26.24387096774194,33.647774193548386,5.0277419354838715,0.16785714285714287,0.09500000000000001,1.433571428571429,9.183571428571426
2000-08-07,25.53166666666667,31.85466666666667,4.951666666666667,0.14750000000000002,0.47750000000000004,2.5275,7.5424999999999995
2000-08-08,25.20863636363636,32.406454545454544,4.78111111111111,0.17500000000000002,0.4169999999999999,0.914,11.41
2000-08-09,24.93733333333334,32.377,5.185,0.2642857142857143,0.31625000000000003,1.36625,13.42
2000-08-10,24.62,32.777499999999996,4.93875,0.3,0.10250000000000001,1.035,19.4225
2000-08-11,27.00454545454545,31.810454545454547,4.835714285714286,0.17500000000000002,0.4516666666666666,0.6966666666666667,6.123333333333332
2000-08-12,27.586666666666666,31.99233333333333,5.123333333333334,0.10333333333333333,0.4125,0.18000000000000002,3.24
2000-08-14,26.060000000000002,31.906125000000003,4.845,0.09,0.49500000000000005,0.4875,4.92
2000-08-15,27.680000000000003,31.432250000000003,4.5920000000000005,0.13,0.9166666666666666,0.41,4.739999999999999
2000-08-24,25.304,33.574,,,,,
2000-08-25,26.375555555555554,33.11666666666667,,,,,
2000-08-28,25.676666666666666,32.70666666666667,,,,,
2000-10-05,20.378333333333334,31.611166666666666,5.271249999999999,0.41,0.7983333333333333,2.2066666666666666,4.861666666666667
2000-10-06,19.726666666666667,31.345000000000002,5.343333333333334,0.25000000000000006,1.19,1.54,8.25
2000-10-07,20.198888888888888,31.67483333333333,5.535384615384615,0.668888888888889,0.8877777777777778,0.8744444444444445,6.293333333333333
2000-10-08,19.751428571428573,32.4645,5.6674999999999995,0.43625,0.9700000000000001,1.2375,11.88875
2000-10-09,19.563333333333333,32.01333333333333,5.563333333333333,0.405,0.8,0.715,9.675
2000-10-10,20.723000000000006,32.0786,5.387500000000001,0.426,0.8620000000000001,0.5720000000000001,8.376999999999999
2000-10-11,20.507999999999996,32.36986666666667,5.371666666666667,0.34,0.89,0.6825000000000001,8.840000000000002
2000-10-14,19.55,32.44,5.39,0.065,0.755,0.35,7.54
2000-10-16,20.745714285714286,32.66571428571429,5.437142857142857,0.04666666666666667,0.7933333333333333,0.8500000000000001,8.86
2000-10-17,20.500399999999996,32.536680000000004,5.243200000000001,0.09133333333333334,0.5026666666666666,1.756,6.707333333333333
2000-10-18,22.651111111111106,32.90233333333333,5.187777777777778,0.060000000000000005,0.1575,2.5975,3.733333333333333
2000-10-20,20.16875,32.440875,5.24,0.1725,0.21999999999999997,3.17,5.5875
2000-10-22,23.085,33.652,4.865,0.11,0.27,3.26,6.05
2000-10-28,23.326,33.535000000000004,4.922,0.12666666666666668,0.19666666666666666,2.9033333333333338,4.41
2000-10-29,21.027058823529416,32.58770588235294,5.29235294117647,0.10375000000000001,0.26125,2.25875,6.59375
2000-10-30,17.72,32.0672,5.578,0.23500000000000001,0.385,6.319999999999999,7.89
2000-11-12,22.691666666666663,33.98833333333334,4.791666666666667,0.375,0.2825,2.3625,5.54
2000-11-13,20.740000000000006,37.89326666666667,4.927333333333333,0.39375,0.47125,8.791250000000002,13.815
2000-11-14,20.88666666666667,33.6075,4.9025,0.465,0.4183333333333334,3.0050000000000003,9.125
2000-12-02,12.808571428571428,32.573571428571434,5.9319999999999995,0.3066666666666667,2.44,1.59,4.823333333333333
2000-12-03,12.535714285714286,32.922285714285714,5.73,0.5233333333333333,3.0366666666666666,3.6833333333333336,5.506666666666667
2000-12-06,14.72842105263158,33.403526315789485,5.586842105263158,0.15583333333333332,0.17500000000000004,4.415833333333333,12.011666666666668
2000-12-07,13.843589743589746,33.227076923076915,5.664285714285713,0.281,0.5144999999999998,2.8735,12.517000000000001
2000-12-08,14.128000000000004,32.99185000000001,5.679999999999999,0.45238095238095255,0.6042857142857142,3.1095238095238096,8.545238095238096
2000-12-09,14.910344827586204,33.20703448275863,5.483461538461539,0.3607142857142857,0.44571428571428573,3.4921428571428565,12.108571428571432
2000-12-13,14.001428571428571,32.95871428571429,5.59857142857143,0.12,0.136,8.966,11.698000000000002
2000-12-14,16.104000000000003,33.872,5.4159999999999995,0.09000000000000001,0.3033333333333333,0.9700000000000001,18.44
2000-12-15,16.529999999999998,34.08625,5.01375,0.22,0.4675,1.9625,15.822499999999998
2000-12-16,17.135714285714283,34.167142857142856,5.0200000000000005,0.24333333333333332,0.40666666666666673,1.6766666666666667,17.703333333333333
2000-12-17,16.39,34.126666666666665,4.826666666666667,0.30500000000000005,0.6499999999999999,2.09,17.439999999999998
2001-02-09,9.766250000000001,34.152499999999996,6.0912500000000005,0.5399999999999999,0.37,10.126000000000001,7.458
2001-02-11,13.709999999999999,33.698,5.73,0.4466666666666666,0.16333333333333333,8.24,11.591666666666669
2001-02-12,16.26666666666667,34.21333333333333,5.366666666666667,0.71,0.295,4.935,6.970000000000001
2001-02-13,10.958333333333334,33.665,5.96611111111111,0.4681818181818182,0.2545454545454545,12.037272727272727,11.226363636363637
2001-02-14,13.987,33.95399999999999,5.706,0.53,0.6085714285714287,4.343333333333333,8.762857142857143
2001-02-15,13.19,34.23,5.78,0.375,0.56,7.825,12.524999999999999
2001-02-17,10.005517241379309,33.497241379310346,6.2139999999999995,0.28062499999999996,0.7325,7.437692307692308,7.2873333333333346
